
0, 1637.5, 366.5, 87.94139183583427
1, 1867.5, 546.5, 109.79965695079014
2, 1670.5, 500.5, 250.2458973680666
3, 1686.5, 1495.5, 216.02928059674875
5, 1661.0, 1689.0, 79.424962954565
6, 595.0, 1411.0, 281.02185888136546
7, 140.5, 652.5, 181.8428096495388
10, 1729.0, 249.0, -6.913493278613737
13, 1743.5, 1399.5, 55.035646029022956
15, 461.5, 614.5, -46.15361850305014
16, 1829.5, 1727.5, -45.03521051947722
17, 2040.0, 536.0, 175.18855697923678
18, 820.0, 1000.0, 256.6017319659656
19, 1814.0, 1575.0, 164.97957918827666
22, 872.5, 346.5, 201.14727989537232
23, 1215.5, 1003.5, -56.00996512624178
24, 1146.5, 829.5, 172.95034242657596
25, 830.5, 674.5, 94.03422467226606
26, 1988.5, 162.5, 157.95281537430816
28, 299.5, 613.5, 193.95057502643854
29, 1628.0, 1330.0, -22.073988925842997
30, 535.5, 753.5, 19.954618805263223
31, 2196.5, 601.5, 49.228779809287666
32, 2015.5, 453.5, 241.9609325952315
34, 941.5, 663.5, -65.02978863714347
37, 1912.0, 393.0, 157.22356180520552
38, 2165.5, 1850.5, 74.83082346708021
40, 916.0, 804.0, 6.265034293713017
41, 892.0, 992.0, 216.0049794312332
43, 1306.5, 825.5, 172.13588159154824
44, 2180.5, 738.5, 280.8088115416189
45, 2243.5, 221.5, 271.9930144845062
46, 314.0, 1072.0, 217.51677972154437
49, 1624.0, 1646.0, 188.01583503737447
50, 524.0, 271.0, 153.9653189614905
51, 2172.0, 1264.0, -0.03168189781663955
52, 1525.5, 1023.5, 64.92638523365318
53, 1802.0, 1043.0, 144.06490900550193
54, 273.5, 463.5, 119.01376183855547
55, 2139.5, 142.5, 277.6593146590108
57, 2229.0, 1757.0, 34.750965918593295
58, 680.5, 642.5, 342.7492845852439
59, 179.5, 809.5, -76.94553232479774
60, 778.0, 1719.0, 219.02005721470556
61, 480.0, 454.0, 200.55885379019722
64, 2271.5, 728.5, 42.371925998407164
65, 1645.5, 154.5, 174.8692209086087
66, 1352.5, 1621.5, 237.91982881568498
67, 271.5, 1185.5, 154.70428102925948
68, 784.0, 784.0, 253.49971512646465
69, 852.0, 1416.0, 157.87071453164384
70, 378.5, 225.5, 53.90069767534642
71, 1346.5, 929.5, -23.52814744126248
72, 1458.0, 543.0, -28.726452329258915
74, 793.0, 230.0, 180.01638733576118
75, 2111.5, 884.5, 211.98669270224838
78, 1388.5, 1152.5, 118.03108037278287
81, 468.0, 1526.0, 129.98652410742432
82, 742.0, 875.0, 22.27582568362814
83, 298.0, 1384.0, -18.60148608220661
86, 214.5, 1763.5, 224.9492318636599
88, 387.0, 1294.0, -25.172838741474663
89, 590.0, 447.0, 6.732258119220742
90, 911.0, 907.0, 58.700259410739264
92, 2284.0, 293.0, 214.14143855910703
93, 1568.5, 1354.5, -21.294181939276037
94, 418.5, 530.5, 27.794255944747846
95, 658.5, 1085.5, 87.15085161683724
98, 1846.0, 394.0, -87.94550682839557
99, 694.5, 1607.5, -87.06086537476308
100, 1934.5, 292.5, -0.8760397329925054
101, 429.5, 1604.5, 25.0848134386138
102, 556.0, 1806.0, 277.973210667612
104, 2161.5, 100.5, -2.0838687916931455
105, 1443.0, 892.0, 177.65234012481403
106, 2255.5, 1176.5, 184.89819537712535
107, 1134.5, 1403.5, -94.87849244372302
108, 1151.5, 702.5, 180.00112635427584
111, 1920.0, 1015.0, 154.78357498154378
112, 320.5, 1666.5, 77.21455628784196
114, 1731.5, 136.5, 104.16167294559794
115, 239.0, 1547.0, 55.01949308132233
116, 119.0, 1223.0, 46.10406802676877
117, 1995.5, 1500.5, 192.86944340484683
118, 1789.5, 311.5, 161.1654719192935
121, 1458.5, 1643.5, 89.09858994635356
124, 337.0, 376.0, 164.82955984611178
126, 2146.5, 1020.5, -107.68737296643292
128, 1338.0, 514.0, 47.79652622234825
132, 1212.0, 693.0, 270.9405388599546
133, 1956.0, 1603.0, 158.97405650645914
135, 154.5, 1656.5, 55.05970085696083
136, 1290.5, 1437.5, 51.56972946446244
139, 1448.5, 944.5, 103.14253908130688
140, 1595.5, 1555.5, 126.70548070321061
141, 2235.5, 1046.5, -13.220529677354612
143, 1864.5, 244.5, 50.96854352756459
145, 1760.5, 1253.5, 64.91097931374783
146, 1397.0, 1031.0, 35.88910225879815
147, 1530.0, 656.0, -25.65553803919547
149, 1653.5, 1198.5, -0.035512542581587425
150, 1379.5, 1484.5, -4.270584219126211
153, 245.5, 1330.5, 111.49402489379452
154, 2146.0, 1161.0, 249.79890607546076
155, 1122.0, 1622.0, 82.89758201744901
156, 474.5, 1418.5, 64.94641112196096
158, 683.5, 339.5, 144.63657711636154
160, 495.5, 954.5, -4.129061837146862
162, 2171.5, 1376.5, 201.15329376734843
165, 1552.0, 1480.0, -35.946561304273985
167, 1313.0, 1564.0, -23.121393146789803
168, 2244.5, 1379.5, 11.351633259702375
171, 1784.5, 1175.5, 292.16607718308916
172, 434.5, 309.5, 18.897635754791857
174, 454.0, 795.0, 50.07573791609481
175, 619.5, 824.5, 209.04606287155667
178, 2060.5, 1403.5, 43.23508066936373
179, 1615.5, 1830.5, 81.98820217336088
180, 2134.5, 1450.5, 96.7954874186363
184, 1121.0, 1804.0, 261.88413550908706
185, 2132.0, 1527.0, 172.05610820243646
187, 2072.5, 1730.5, 67.4670469228062
188, 1500.5, 1309.5, 124.8022206112552
192, 2172.5, 447.5, 277.1047110745683
194, 2194.0, 1719.0, 198.60639781276387
195, 2012.0, 1112.0, 37.29918167452795
196, 282.0, 736.0, 88.77171018784621
201, 2282.5, 1036.5, -120.98622276676704
202, 304.5, 135.5, 190.1166109871593
205, 1532.5, 1226.5, 163.90386540988192
211, 1214.5, 1604.5, 57.24272640505743
213, 673.5, 221.5, 102.96719763594143
214, 2010.5, 97.5, 194.17922309676882
215, 1272.0, 1740.0, 8.794363969121097
217, 1795.5, 1296.5, 89.28119874792132
219, 636.5, 126.5, 99.07218702090945
223, 1558.5, 840.5, 151.20394198941597
224, 1255.5, 1514.5, -30.21929895716152
230, 283.0, 956.0, 38.58730633310025
231, 732.0, 574.0, 99.04489925217533
